,0
0,0.9695191383361816
1,0.9398841857910156
2,0.7594960331916809
3,0.9584320783615112
4,0.8971995115280151
5,0.9841223955154419
6,0.7896391749382019
7,0.9718328714370728
8,0.912588894367218
9,0.9999999403953552
10,0.6314919590950012
11,0.945564329624176
12,0.9601150751113892
13,0.9040451645851135
14,0.8611545562744141
15,0.8689960241317749
16,0.8926503658294678
17,0.9288463592529297
18,0.984793484210968
19,0.9592288732528687
20,0.9719025492668152
21,0.9495595097541809
22,0.9306645393371582
23,0.7573506236076355
24,0.9339548349380493
25,0.8794975280761719
26,0.8776373863220215
27,0.8898365497589111
28,0.9331820011138916
29,0.8485236763954163
30,0.9826639890670776
31,0.956720232963562
32,0.9585862159729004
33,0.9405818581581116
34,0.9473758935928345
35,0.9278774261474609
36,0.9526774287223816
37,0.9821941256523132
38,0.9453670978546143
39,0.97493577003479
40,0.9214476346969604
41,0.8964048624038696
42,0.9517892599105835
43,0.7799689173698425
44,0.9503802061080933
45,0.8013200163841248
46,0.9570750594139099
47,0.915212869644165
48,0.9698930382728577
49,0.8765859007835388
50,0.9530457854270935
51,0.9490519165992737
52,0.9451378583908081
53,0.9449907541275024
54,0.9004250764846802
55,0.9807958602905273
56,0.9084595441818237
57,0.6979367136955261
58,0.9896392822265625
59,0.9974031448364258
60,0.973979115486145
61,0.7682805061340332
62,0.9745036959648132
63,0.9225804805755615
64,0.9364544153213501
65,0.9380714893341064
66,0.9274430871009827
67,0.9273524284362793
68,0.9594652652740479
69,0.8357877731323242
70,0.9248054027557373
71,1.0
72,0.9495179653167725
73,0.9321285486221313
74,0.9495158195495605
75,0.8067726492881775
76,0.8514329195022583
77,0.6664484739303589
78,0.9523624777793884
79,0.42987480759620667
80,0.9554411172866821
81,0.9826226830482483
82,0.6602948904037476
83,0.9661853909492493
84,0.9339471459388733
85,0.9029204249382019
86,0.6419243812561035
87,0.9145193099975586
88,0.9437074661254883
89,0.8747648000717163
90,0.9709965586662292
91,0.971965491771698
92,0.9680155515670776
93,0.9576503038406372
94,0.6720852255821228
95,0.967024564743042
96,0.8427982926368713
97,0.958513617515564
98,0.9437543153762817
99,0.8613322973251343
100,1.0
101,0.8872863054275513
102,0.9314363598823547
103,0.872450590133667
104,0.8329064249992371
105,0.9470552206039429
106,0.8895156383514404
107,0.6822740435600281
108,0.9637018442153931
109,0.9763853549957275
110,0.8463559150695801
111,0.8507038354873657
112,0.8392620086669922
113,0.704582929611206
114,0.945561408996582
115,0.7067809104919434
116,0.9183337092399597
117,0.9828428030014038
118,0.8375328183174133
119,0.9750699400901794
120,0.9417005777359009
121,0.9645015001296997
122,0.9236007928848267
123,0.9148083329200745
124,0.9293842315673828
125,0.897931694984436
126,0.9339784383773804
127,0.7830003499984741
128,0.9693060517311096
129,0.9633715152740479
130,0.7669268250465393
131,0.7982966899871826
132,0.9390449523925781
133,0.8563578128814697
134,0.7123337388038635
135,0.9309083223342896
136,0.8671270608901978
137,0.9707701206207275
138,0.950505793094635
139,0.7608405947685242
140,0.855652391910553
141,0.9166768789291382
142,0.9551973342895508
143,0.9415110349655151
144,0.8829237222671509
145,0.8897960782051086
146,0.8654279708862305
147,0.7660074234008789
148,0.9445621967315674
149,0.8093187212944031
150,0.4830809533596039
151,0.8389782309532166
152,0.913873553276062
153,0.835692286491394
154,0.8569747805595398
155,0.8981952667236328
156,0.9720873236656189
157,0.9654762744903564
158,0.9787461757659912
159,0.911799430847168
160,0.7861384153366089
161,1.0
162,0.9535163640975952
163,0.7803502678871155
