,0
0,0.4792365811426396
1,0.3265516873506877
2,0.20786251870772665
3,0.13523285066501545
4,5.311424729001054e-155
5,0.3396332410786463
6,5.7592918561109494e-155
7,5.287667392736108e-155
8,0.4063798282013443
9,1.0
10,9.696727898117387e-155
11,0.3310941221427469
12,0.23684767130057965
13,6.510442752057082e-155
14,2.6343629753991493e-78
15,0.1815358071299676
16,0.32559641262003014
17,0.3164257177669852
18,5.705336763108155e-78
19,3.5472133405495107e-78
20,0.3861450761584492
21,0.2959905702380121
22,0.4347208719449914
23,4.805276545626372e-155
24,0.21129839037162773
25,1.1862177682648818e-231
26,9.065607048138757e-232
27,9.106239987484608e-155
28,0.06749374343842232
29,6.197223199276648e-155
30,0.36076605997271954
31,0.2555405052347372
32,8.38826642100846e-155
33,0.1339683839959951
34,0.15071676257541072
35,1.2627076138080564e-231
36,5.395774370246974e-78
37,0.28119284925214477
38,1.1795617510369435e-231
39,0.42062888241722096
40,3.11926739009771e-78
41,0.27091988546756285
42,7.85960532562495e-155
43,0.23761018873960865
44,1.8184627955598731e-78
45,2.2615067046051337e-78
46,0.3673341329152363
47,0.15071676257541072
48,0.2134144322916053
49,0.1758106683958892
50,0.5582456313553946
51,7.657404561915943e-155
52,0.15822637961675995
53,3.3555740537725206e-78
54,5.502673892122423e-155
55,0.30025490473427563
56,0.08265994907303395
57,4.597292750167502e-155
58,0.3155984539112945
59,0.5491004867761125
60,3.765402990765476e-78
61,5.541564466373977e-155
62,0.2697856975860103
63,0.18295654224495206
64,0.3589485409071449
65,0.1954598432860746
66,0.17509131039045966
67,0.2944780653889864
68,2.9407923864077124e-78
69,0.1816725573641283
70,0.11871704290088225
71,1.2213386697554703e-77
72,9.918892480173173e-232
73,0.2915369229944523
74,0.2599148179083711
75,2.58385774539081e-78
76,0.7598356856515925
77,4.38810481436839e-155
78,0.2962789157394226
79,1.1368587676511996e-231
80,6.373704167435469e-155
81,1.4488496539373276e-231
82,6.513869329968086e-155
83,0.2249041978832058
84,5.3981964394227255e-155
85,0.33769148204634913
86,0.0
87,1.3483065280626046e-231
88,0.11078427167692374
89,0.3158075288546444
90,0.1506922896083663
91,0.32409979413372103
92,0.2321439545454691
93,0.4234197579236933
94,0.363622704650007
95,0.13750902305262408
96,0.26103797461454
97,5.518020345386123e-78
98,2.902214485171525e-78
99,0.2321847137894492
100,1.133422688662942e-154
101,6.047956057592424e-155
102,5.742538458835147e-155
103,1.1896457329133973e-231
104,1.1368587676511996e-231
105,0.10360160770633395
106,3.7146217482092674e-155
107,1.1200407237786664e-231
108,5.8813627690990356e-155
109,0.48861031957034523
110,0.35858493278343884
111,6.061838450024688e-155
112,9.412234823955334e-232
113,1.2199981975731961e-231
114,0.2898497051727735
115,5.396466934950335e-155
116,0.19114167548796013
117,0.41105458056789007
118,0.23956565612760206
119,1.646211035903463e-231
120,2.9477005304904675e-78
121,8.38826642100846e-155
122,0.5351607207631776
123,0.13544494899331824
124,0.3217366260095653
125,1.4256605770826504e-231
126,0.18267011725592416
127,9.495024084285392e-232
128,0.421743562620472
129,3.583048326171416e-78
130,6.552765724042392e-155
131,8.636168555094496e-78
132,0.2629306033000303
133,0.1797645142876138
134,8.214546595247418e-155
135,0.1896550847075289
136,0.18295654224495206
137,0.3489981252688509
138,0.35448014399611816
139,5.264471767154621e-155
140,0.2545984531673679
141,7.709051917538099e-78
142,0.5312583871630396
143,0.44815017360408727
144,3.383453671164289e-155
145,5.272862078751651e-78
146,0.0
147,5.367249453774744e-78
148,0.0
149,0.3258850811253067
150,7.060301868108111e-232
151,2.453950940435818e-78
152,3.458878059739245e-78
153,0.10845182904139573
154,0.6606328636027614
155,3.826409294278089e-78
156,4.672877677722847e-78
157,1.1640469867513693e-231
158,3.0074186032008e-78
159,3.2497532207673473e-78
160,9.257324954728539e-232
161,1.2213386697554703e-77
162,0.17901662335706517
163,8.177892479606618e-232
164,5.4925306713204074e-155
165,6.061838450024688e-155
166,0.16310121952537135
167,0.22934769499188126
168,0.2925612730731506
169,0.22608614921612638
170,2.1733317480883487e-78
171,2.99414049262426e-78
172,0.8282477531331041
173,0.151240443751577
174,0.2044800736021839
175,7.538120429142079e-155
176,6.684949609530091e-155
177,1.384292958842266e-231
178,0.3734381622366603
179,0.20036355246442353
180,0.157997836043639
181,0.11622111816655838
182,0.13488716059173195
183,8.38826642100846e-155
184,0.18496911302350197
185,0.5043545474510804
186,7.3141749341304235e-155
187,2.5022201158844577e-78
188,3.4165878840545416e-78
189,2.585052267799429e-78
190,0.10176523358537859
191,0.3170992021435596
192,0.0
193,0.13120438849148208
194,8.422437779564611e-232
195,0.21293176209427528
196,0.2821801681960571
197,0.5249325939883762
198,0.20796179532157866
199,2.4877243462896815e-78
200,3.1291975642336737e-78
201,0.10661591842512116
202,1.0
203,0.1963635089778259
204,0.34681785162531636
205,1.0244914152188952e-231
