,0
0,0.8743489583333334
1,0.8489583333333334
2,0.7161458333333333
3,0.8639322916666666
4,0.8235677083333334
5,0.92578125
6,0.7096354166666667
7,0.8841145833333334
8,0.8079427083333334
9,1.0
10,0.6783854166666667
11,0.8600260416666666
12,0.88671875
13,0.8014322916666666
14,0.7701822916666666
15,0.7708333333333334
16,0.7916666666666666
17,0.8326822916666666
18,0.9134114583333334
19,0.86328125
20,0.8873697916666666
21,0.8658854166666666
22,0.8352864583333334
23,0.7141927083333333
24,0.8606770833333334
25,0.7669270833333334
26,0.7864583333333334
27,0.8151041666666666
28,0.84375
29,0.7180989583333333
30,0.9225260416666666
31,0.8704427083333334
32,0.8509114583333334
33,0.8411458333333334
34,0.865234375
35,0.8359375
36,0.8665364583333334
37,0.9173177083333334
38,0.84375
39,0.8977864583333334
40,0.822265625
41,0.7981770833333334
42,0.873046875
43,0.703125
44,0.8658854166666666
45,0.736328125
46,0.861328125
47,0.826171875
48,0.9016927083333334
49,0.7819010416666666
50,0.8802083333333334
51,0.8678385416666666
52,0.8444010416666666
53,0.87109375
54,0.7877604166666666
55,0.8990885416666666
56,0.814453125
57,0.6588541666666667
58,0.9518229166666666
59,0.9615885416666666
60,0.90234375
61,0.7024739583333333
62,0.884765625
63,0.81640625
64,0.8411458333333334
65,0.8424479166666666
66,0.8313802083333334
67,0.8326822916666666
68,0.87890625
69,0.755859375
70,0.8509114583333334
71,1.0
72,0.8717447916666666
73,0.8404947916666666
74,0.8658854166666666
75,0.7265625
76,0.7135416666666667
77,0.6627604166666667
78,0.8776041666666666
79,0.5729166666666667
80,0.8528645833333334
81,0.900390625
82,0.6595052083333333
83,0.8854166666666666
84,0.8294270833333334
85,0.8059895833333334
86,0.6575520833333333
87,0.8125
88,0.8684895833333334
89,0.771484375
90,0.8678385416666666
91,0.876953125
92,0.9127604166666666
93,0.8717447916666666
94,0.7018229166666667
95,0.8932291666666666
96,0.7805989583333334
97,0.8684895833333334
98,0.8450520833333334
99,0.7825520833333334
100,1.0
101,0.8014322916666666
102,0.8313802083333334
103,0.7688802083333334
104,0.7096354166666667
105,0.8776041666666666
106,0.7981770833333334
107,0.6796875
108,0.8815104166666666
109,0.892578125
110,0.76171875
111,0.7421875
112,0.7643229166666666
113,0.638671875
114,0.85546875
115,0.6692708333333333
116,0.845703125
117,0.9290364583333334
118,0.7643229166666666
119,0.908203125
120,0.82421875
121,0.8743489583333334
122,0.8430989583333334
123,0.810546875
124,0.83203125
125,0.7975260416666666
126,0.8274739583333334
127,0.7376302083333333
128,0.888671875
129,0.8782552083333334
130,0.669921875
131,0.7272135416666667
132,0.8671875
133,0.7747395833333334
134,0.6373697916666667
135,0.84375
136,0.7858072916666666
137,0.88671875
138,0.8606770833333334
139,0.6829427083333333
140,0.7350260416666667
141,0.798828125
142,0.8645833333333334
143,0.8678385416666666
144,0.7779947916666666
145,0.7845052083333334
146,0.7688802083333334
147,0.6907552083333333
148,0.83984375
149,0.7395833333333333
150,0.5891927083333333
151,0.7708333333333334
152,0.8190104166666666
153,0.736328125
154,0.7467447916666667
155,0.8125
156,0.8782552083333334
157,0.9016927083333334
158,0.9140625
159,0.8079427083333334
160,0.7252604166666667
161,1.0
162,0.8854166666666666
163,0.7044270833333333
164,0.8177083333333334
165,0.7747395833333334
166,0.7454427083333333
167,0.9147135416666666
168,0.8860677083333334
169,0.6881510416666667
170,0.857421875
171,0.83984375
172,0.927734375
173,0.7135416666666667
174,0.7141927083333333
175,0.7109375
176,0.8216145833333334
177,0.7825520833333334
178,0.8977864583333334
179,0.8704427083333334
180,0.7643229166666666
181,0.8098958333333334
182,0.810546875
183,0.87890625
184,0.8834635416666666
185,0.8359375
186,0.8151041666666666
187,0.8645833333333334
188,0.65234375
189,0.671875
190,0.75390625
191,0.8053385416666666
192,0.7311197916666667
193,0.6881510416666667
194,0.623046875
195,0.837890625
196,0.9264322916666666
197,0.8072916666666666
198,0.8151041666666666
199,0.7838541666666666
200,0.8736979166666666
201,0.740234375
202,1.0
203,0.73046875
204,0.9029947916666666
205,0.7799479166666666
206,0.8033854166666666
207,0.8170572916666666
208,0.7369791666666667
209,0.7734375
210,0.8235677083333334
211,0.6686197916666667
212,0.9694010416666666
213,0.8815104166666666
214,0.90625
215,0.7708333333333334
216,0.7532552083333334
217,0.8626302083333334
218,0.8424479166666666
219,0.8626302083333334
220,0.8072916666666666
221,0.890625
222,0.7389322916666667
223,0.8072916666666666
224,0.8138020833333334
225,0.9615885416666666
226,0.787109375
227,0.8333333333333334
228,0.84765625
229,0.8587239583333334
230,0.609375
231,0.7415364583333333
232,0.779296875
233,0.955078125
234,0.7194010416666667
235,0.857421875
236,0.7786458333333334
237,0.654296875
238,0.8059895833333334
239,0.8059895833333334
240,0.841796875
241,0.7877604166666666
242,0.9147135416666666
243,0.7623697916666666
244,0.7421875
245,0.830078125
246,0.7311197916666667
247,0.8151041666666666
248,0.7311197916666667
249,0.7747395833333334
250,0.7584635416666666
251,0.720703125
252,0.8776041666666666
253,0.7903645833333334
254,0.857421875
255,0.875
256,0.79296875
257,0.6783854166666667
258,0.8919270833333334
259,0.9459635416666666
260,0.822265625
261,0.8548177083333334
262,1.0
263,0.759765625
264,0.8131510416666666
265,0.8600260416666666
266,0.8352864583333334
267,0.6783854166666667
268,0.654296875
269,0.8033854166666666
270,0.80078125
271,0.8385416666666666
272,0.9147135416666666
273,0.908203125
274,0.7591145833333334
275,0.7415364583333333
276,0.826171875
277,0.8470052083333334
278,0.8359375
279,0.8235677083333334
280,0.8450520833333334
281,0.7109375
282,0.810546875
283,0.8326822916666666
284,0.7122395833333333
285,0.8411458333333334
286,0.7740885416666666
287,0.8834635416666666
288,0.7688802083333334
289,0.8404947916666666
290,0.79296875
291,0.8196614583333334
292,0.70703125
293,0.822265625
294,0.8053385416666666
295,0.7298177083333333
296,0.8294270833333334
297,0.814453125
298,0.8619791666666666
299,0.7584635416666666
300,0.8020833333333334
301,0.740234375
302,0.8046875
303,0.8157552083333334
304,0.9615885416666666
