,0
0,0.8320123257819602
1,0.6968053045650598
2,0.5683471106447526
3,0.6720914494033395
4,0.5976572420458648
5,0.6974538926424276
6,0.5767695107102545
7,0.6469166635601478
8,0.7550350602708807
9,0.9727236263294334
10,0.6545080583218645
11,0.716341142272365
12,0.7123954666812242
13,0.7117676329191387
14,0.6453802507276462
15,0.6829191459981432
16,0.664438614753079
17,0.7119634892657916
18,0.8057841605428208
19,0.6668057552030449
20,0.7402027068684374
21,0.7392436583062482
22,0.7387833807342029
23,0.5475291547248078
24,0.6408180329954373
25,0.5806803649557359
26,0.5899148621834618
27,0.6505822110407778
28,0.6050854209205486
29,0.6240490065968917
30,0.7404332448126157
31,0.6986884968442307
32,0.5868969224521529
33,0.6890161020953137
34,0.6946624819766164
35,0.5940763880715086
36,0.6974473504492915
37,0.7501021397511249
38,0.6459552507049074
39,0.7572467921970308
40,0.612007082970826
41,0.6637926311462915
42,0.6819054601132112
43,0.6068732656229047
44,0.6095117972625312
45,0.5908542567065492
46,0.7398033059039919
47,0.623988842859075
48,0.6949601590912132
49,0.6326378059422743
50,0.7788617191076054
51,0.6842535995192334
52,0.648962760275229
53,0.6545930810017571
54,0.5747676047312044
55,0.7638692325047488
56,0.6124078931368157
57,0.6028650860586301
58,0.7555983464550208
59,0.832447414027999
60,0.7118486375005048
61,0.5324934146285973
62,0.7464982472604769
63,0.6754679877899911
64,0.6923006751775752
65,0.6300692382309425
66,0.6867161489432598
67,0.6735904897826587
68,0.636258524620312
69,0.5825858678945603
70,0.6329758543404196
71,0.986504602689408
72,0.5966099815632564
73,0.6627496899897007
74,0.6821850993223453
75,0.5777228035567243
76,0.7182199950041336
77,0.5541515505966735
78,0.7140332153980168
79,0.517722446180578
80,0.6660512635582679
81,0.679269412744515
82,0.6270155172592734
83,0.7112694768550737
84,0.6258365787055834
85,0.7128772788782444
86,0.5511572731359893
87,0.6205416384813498
88,0.6168601831831025
89,0.6201115138262399
90,0.7076335464843474
91,0.7519834360608436
92,0.6868737137674843
93,0.8185680159925016
94,0.5887890034665831
95,0.6806369743989902
96,0.5897762654736182
97,0.6742721347972691
98,0.6156048168615855
99,0.6209539699122195
100,0.9926644762751592
101,0.5974723151766101
102,0.6541463183774526
103,0.6119267947406591
104,0.5352644922980333
105,0.646896168563819
106,0.5808016310067787
107,0.5445175098741383
108,0.6797921429288627
109,0.6849521351302902
110,0.6404955208430613
111,0.6033422308885618
112,0.6070553341819762
113,0.5953361695896358
114,0.6719471409619746
115,0.5391770904021393
116,0.6281112851911397
117,0.751444525799929
118,0.6245188999877881
119,0.7027982494497933
120,0.6153763211455016
121,0.6476450467017518
122,0.7081815847302544
123,0.6001893591508656
124,0.6832164236217844
125,0.6224283703075989
126,0.6520409968344785
127,0.5458859213200357
128,0.71840381819639
129,0.6999717593168509
130,0.5445576776577077
131,0.7027822191208031
132,0.6444625028850869
133,0.6174412061796412
134,0.6441159407783227
135,0.6587553767179478
136,0.68079894603502
137,0.6963184612708465
138,0.7018167807972322
139,0.5823095490594458
140,0.6328855975533485
141,0.719330815502083
142,0.7806811208971526
143,0.693695744565061
144,0.5588939537590992
145,0.6531898373756798
146,0.5508551689725416
147,0.6754384841118545
148,0.6201052886420613
149,0.6198849401283831
150,0.5490074799581366
151,0.6100792169005393
152,0.6154829853836937
153,0.6217680097517894
154,0.7404680954922738
155,0.616671481355686
156,0.72730233133273
157,0.7354722809286689
158,0.6517565853849377
159,0.6838966578381097
160,0.554758516392139
161,0.9918374263528688
162,0.6683935808288891
163,0.5476742872512151
164,0.5866810898859273
165,0.5665788377164949
166,0.6304702519144221
167,0.7775557026719803
168,0.6621976674259895
169,0.5863777879368298
170,0.5900826267309008
171,0.6348834842963444
172,0.8760120679705193
173,0.6585793254267444
174,0.6975720986353877
175,0.5770942600001007
176,0.7169616395829003
177,0.6376661366500027
178,0.7365816761839856
179,0.6723722362824777
180,0.6682281969318686
181,0.5609442023258728
182,0.5927718022962204
183,0.5896690807025793
184,0.6491981626982968
185,0.7151972269775335
186,0.642677971518434
187,0.654235998762989
188,0.569987294764433
189,0.6169380141618414
190,0.6085696381129523
191,0.7062355421431528
192,0.5183608794305516
193,0.599420665678962
194,0.48782916717290736
195,0.6302497076630944
196,0.6763101819900257
197,0.7658718687051812
198,0.719785243460498
199,0.6159554900905985
200,0.7044184664993988
201,0.5684980064299767
202,0.9799609570093477
203,0.6332677833971428
204,0.7355171921526062
205,0.580426758395069
206,0.6441519968476153
207,0.656820365861918
208,0.6099814418574456
209,0.6233518725015156
210,0.674563810839445
211,0.6293242857753536
212,0.8789273597627875
213,0.7081915340757492
214,0.7135138752566744
215,0.6245160223251267
216,0.6010363639866338
217,0.6977876736110578
218,0.6316304373089083
219,0.7371471357541081
220,0.5968124459616784
221,0.7277800602879855
222,0.6790959463981686
223,0.5990543633405601
224,0.6290699543168409
225,0.8969432423431136
226,0.657590755792148
227,0.6490546907234768
228,0.6364502696353451
229,0.6548890753659954
230,0.4963805441986494
231,0.5874732850357107
232,0.635471944065674
233,0.8480715619082458
234,0.5461111126761684
235,0.6566122053439366
236,0.6439373359309666
237,0.5940442465741765
238,0.6226858217254667
239,0.645115416636613
240,0.6885881160539273
241,0.6127260321008533
242,0.7261549020452243
243,0.593509548807956
244,0.6420082375124699
245,0.6909952435815908
246,0.5503685197992707
247,0.67891658509137
248,0.585341111360373
249,0.6527245995214269
250,0.7417681772771775
251,0.5774113480520072
252,0.758155728225523
253,0.6545663356673547
254,0.704516930230038
255,0.6604033230008172
256,0.6776582123400973
257,0.6156225153158048
258,0.7216896902506873
259,0.8379333697675366
260,0.6094751311680494
261,0.594647884197774
262,0.9770025145077188
263,0.611667112594317
264,0.6485177084420388
265,0.6153208606796616
266,0.6481653890590328
267,0.5760837980046486
268,0.5478374725536225
269,0.6363358303984905
270,0.6568093501930105
271,0.6360757218053731
272,0.7427374829267027
273,0.7027983466834108
274,0.558558522707629
275,0.6153654522703925
276,0.6552338541759724
277,0.6780085769636459
278,0.7522311404730796
279,0.618577382462618
280,0.6785073777129056
281,0.5727995942922715
282,0.6726645048061591
283,0.6512156142926036
284,0.5943267357476065
285,0.6457004523975379
286,0.7039154805236914
287,0.6877933261662423
288,0.5757511509858949
289,0.6220388787653817
290,0.6143004676221822
291,0.6521840434268673
292,0.6112812913020382
293,0.6227910250656921
294,0.6122528982827693
295,0.7007102637272948
296,0.647361671124028
297,0.6958433875984548
298,0.7162623028891227
299,0.581058092147334
300,0.6066330964379427
301,0.6304559791420732
302,0.6246247424273306
303,0.625643189143515
304,0.8324472606126448
305,0.6113034483538129
306,0.6778825083586903
307,0.7386904940109319
308,0.6476300595606568
309,0.6250840320127345
310,0.8045492234430262
311,0.6321156857269434
312,0.5531968937786748
313,0.6512954815608956
314,0.6369016945123295
315,0.6672859457354999
316,0.5532587843631068
317,0.6535177397187041
318,0.5940098005319256
319,0.6130578502764003
320,0.6464483415046269
321,0.5727563986949126
322,0.5849057753292568
323,0.5943714463229088
